Tournament,Stage,Match Type,Match Name,Team A,Team B,Team A Score,Team B Score,Match Result
Champions Tour Japan Stage 1: Challengers 2,Qualifier,Group B,FENNEL vs Connect Gaming,FENNEL,Connect Gaming,6,13,Connect Gaming won
Champions Tour Japan Stage 1: Challengers 2,Qualifier,Group A,Gaming Team SELECTOR vs RWBY,Gaming Team SELECTOR,RWBY,13,8,Gaming Team SELECTOR won
Champions Tour Japan Stage 1: Challengers 2,Qualifier,Group A,Novagis Gaming vs Glory be Diva,Novagis Gaming,Glory be Diva,10,13,Glory be Diva won
Champions Tour Japan Stage 1: Challengers 2,Qualifier,Group C,CYCLOPS athlete gaming vs Lost Eden,CYCLOPS athlete gaming,Lost Eden,13,5,CYCLOPS athlete gaming won
Champions Tour Japan Stage 1: Challengers 2,Qualifier,Group C,iXA vs Hexad,iXA,Hexad,6,13,Hexad won
Champions Tour Japan Stage 1: Challengers 2,Qualifier,Group C,Sengoku Gaming vs Atlas Gaming,Sengoku Gaming,Atlas Gaming,13,6,Sengoku Gaming won
Champions Tour Japan Stage 1: Challengers 2,Qualifier,Group D,Feeling vs Crazy Raccoon,Feeling,Crazy Raccoon,3,13,Crazy Raccoon won
Champions Tour Japan Stage 1: Challengers 2,Qualifier,Group D,THE SHABLES vs NORTHEPTION,THE SHABLES,NORTHEPTION,4,13,NORTHEPTION won
Champions Tour Japan Stage 1: Challengers 2,Qualifier,Group B,BLUE BEES.ESP vs Connect Gaming,BLUE BEES.ESP,Connect Gaming,13,7,BLUE BEES.ESP won
Champions Tour Japan Stage 1: Challengers 2,Qualifier,Group B,DetonatioN FocusMe vs LFT,DetonatioN FocusMe,LFT,13,4,DetonatioN FocusMe won
Champions Tour Japan Stage 1: Challengers 2,Qualifier,Group B,FENNEL vs ShikouKouketsu,FENNEL,ShikouKouketsu,13,9,FENNEL won
Champions Tour Japan Stage 1: Challengers 2,Qualifier,Group A,LAG Gaming vs Nanashi no Gonbee,LAG Gaming,Nanashi no Gonbee,13,6,LAG Gaming won
Champions Tour Japan Stage 1: Challengers 2,Qualifier,Group A,Gaming Team SELECTOR vs Glory be Diva,Gaming Team SELECTOR,Glory be Diva,13,6,Gaming Team SELECTOR won
Champions Tour Japan Stage 1: Challengers 2,Qualifier,Group A,Novagis Gaming vs RWBY,Novagis Gaming,RWBY,13,2,Novagis Gaming won
Champions Tour Japan Stage 1: Challengers 2,Qualifier,Group A,RELATION X vs Nanashi no Gonbee,RELATION X,Nanashi no Gonbee,12,14,Nanashi no Gonbee won
Champions Tour Japan Stage 1: Challengers 2,Qualifier,Group C,CYCLOPS athlete gaming vs Hexad,CYCLOPS athlete gaming,Hexad,13,15,Hexad won
Champions Tour Japan Stage 1: Challengers 2,Qualifier,Group C,iXA vs Lost Eden,iXA,Lost Eden,13,11,iXA won
Champions Tour Japan Stage 1: Challengers 2,Qualifier,Group C,BlackBird Ignis vs Atlas Gaming,BlackBird Ignis,Atlas Gaming,13,11,BlackBird Ignis won
Champions Tour Japan Stage 1: Challengers 2,Qualifier,Group D,Feeling vs NORTHEPTION,Feeling,NORTHEPTION,4,13,NORTHEPTION won
Champions Tour Japan Stage 1: Challengers 2,Qualifier,Group D,THE SHABLES vs Crazy Raccoon,THE SHABLES,Crazy Raccoon,0,13,Crazy Raccoon won
Champions Tour Japan Stage 1: Challengers 2,Qualifier,Group B,BLUE BEES.ESP vs ShikouKouketsu,BLUE BEES.ESP,ShikouKouketsu,13,9,BLUE BEES.ESP won
Champions Tour Japan Stage 1: Challengers 2,Qualifier,Group B,LFT vs Connect Gaming,LFT,Connect Gaming,11,13,Connect Gaming won
Champions Tour Japan Stage 1: Challengers 2,Qualifier,Group B,DetonatioN FocusMe vs FENNEL,DetonatioN FocusMe,FENNEL,13,11,DetonatioN FocusMe won
Champions Tour Japan Stage 1: Challengers 2,Qualifier,Group A,Gaming Team SELECTOR vs Nanashi no Gonbee,Gaming Team SELECTOR,Nanashi no Gonbee,13,9,Gaming Team SELECTOR won
Champions Tour Japan Stage 1: Challengers 2,Qualifier,Group A,LAG Gaming vs RWBY,LAG Gaming,RWBY,13,0,LAG Gaming won
Champions Tour Japan Stage 1: Challengers 2,Qualifier,Group A,RELATION X vs Glory be Diva,RELATION X,Glory be Diva,9,13,Glory be Diva won
Champions Tour Japan Stage 1: Challengers 2,Qualifier,Group C,CYCLOPS athlete gaming vs Atlas Gaming,CYCLOPS athlete gaming,Atlas Gaming,13,3,CYCLOPS athlete gaming won
Champions Tour Japan Stage 1: Challengers 2,Qualifier,Group C,Sengoku Gaming vs Lost Eden,Sengoku Gaming,Lost Eden,14,12,Sengoku Gaming won
Champions Tour Japan Stage 1: Challengers 2,Qualifier,Group D,CREST GAMING Zst vs Crazy Raccoon,CREST GAMING Zst,Crazy Raccoon,9,13,Crazy Raccoon won
Champions Tour Japan Stage 1: Challengers 2,Qualifier,Group D,SCARZ vs NORTHEPTION,SCARZ,NORTHEPTION,7,13,NORTHEPTION won
Champions Tour Japan Stage 1: Challengers 2,Qualifier,Group C,BlackBird Ignis vs Hexad,BlackBird Ignis,Hexad,17,15,BlackBird Ignis won
Champions Tour Japan Stage 1: Challengers 2,Qualifier,Group A,Novagis Gaming vs Nanashi no Gonbee,Novagis Gaming,Nanashi no Gonbee,13,1,Novagis Gaming won
Champions Tour Japan Stage 1: Challengers 2,Qualifier,Group A,LAG Gaming vs Glory be Diva,LAG Gaming,Glory be Diva,13,4,LAG Gaming won
Champions Tour Japan Stage 1: Challengers 2,Qualifier,Group A,RELATION X vs RWBY,RELATION X,RWBY,13,4,RELATION X won
Champions Tour Japan Stage 1: Challengers 2,Qualifier,Group C,iXA vs Atlas Gaming,iXA,Atlas Gaming,10,13,Atlas Gaming won
Champions Tour Japan Stage 1: Challengers 2,Qualifier,Group C,Sengoku Gaming vs Hexad,Sengoku Gaming,Hexad,11,13,Hexad won
Champions Tour Japan Stage 1: Challengers 2,Qualifier,Group C,BlackBird Ignis vs Lost Eden,BlackBird Ignis,Lost Eden,13,1,BlackBird Ignis won
Champions Tour Japan Stage 1: Challengers 2,Qualifier,Group D,CREST GAMING Zst vs NORTHEPTION,CREST GAMING Zst,NORTHEPTION,8,13,NORTHEPTION won
Champions Tour Japan Stage 1: Challengers 2,Qualifier,Group D,SCARZ vs Crazy Raccoon,SCARZ,Crazy Raccoon,3,13,Crazy Raccoon won
Champions Tour Japan Stage 1: Challengers 2,Main Event,Group A,Absolute JUPITER vs Novagis Gaming,Absolute JUPITER,Novagis Gaming,2,0,Absolute JUPITER won
Champions Tour Japan Stage 1: Challengers 2,Main Event,Group A,FIRST Gaming vs Hexad,FIRST Gaming,Hexad,2,0,FIRST Gaming won
Champions Tour Japan Stage 1: Challengers 2,Main Event,Group A,Novagis Gaming vs Hexad,Novagis Gaming,Hexad,1,1,Draw
Champions Tour Japan Stage 1: Challengers 2,Main Event,Group A,FIRST Gaming vs Novagis Gaming,FIRST Gaming,Novagis Gaming,1,1,Draw
Champions Tour Japan Stage 1: Challengers 2,Main Event,Group A,Absolute JUPITER vs Hexad,Absolute JUPITER,Hexad,1,1,Draw
Champions Tour Japan Stage 1: Challengers 2,Main Event,Group A,FIRST Gaming vs Absolute JUPITER,FIRST Gaming,Absolute JUPITER,1,1,Draw
Champions Tour Japan Stage 1: Challengers 2,Main Event,Group B,REJECT vs BLUE BEES.ESP,REJECT,BLUE BEES.ESP,1,1,Draw
Champions Tour Japan Stage 1: Challengers 2,Main Event,Group B,Crazy Raccoon vs FAV gaming,Crazy Raccoon,FAV gaming,1,1,Draw
Champions Tour Japan Stage 1: Challengers 2,Main Event,Group B,BLUE BEES.ESP vs Crazy Raccoon,BLUE BEES.ESP,Crazy Raccoon,0,2,Crazy Raccoon won
Champions Tour Japan Stage 1: Challengers 2,Main Event,Group B,FAV gaming vs BLUE BEES.ESP,FAV gaming,BLUE BEES.ESP,2,0,FAV gaming won
Champions Tour Japan Stage 1: Challengers 2,Main Event,Group B,REJECT vs Crazy Raccoon,REJECT,Crazy Raccoon,0,2,Crazy Raccoon won
Champions Tour Japan Stage 1: Challengers 2,Main Event,Group B,FAV gaming vs REJECT,FAV gaming,REJECT,1,1,Draw
Champions Tour Indonesia Stage 1: Challengers 2,Qualifier,Round of 64,Pecel Lele Lyra vs Syntax,Pecel Lele Lyra,Syntax,13,9,Pecel Lele Lyra won
Champions Tour Indonesia Stage 1: Challengers 2,Qualifier,Round of 64,WAY Esports vs Azalea,WAY Esports,Azalea,13,3,WAY Esports won
Champions Tour Indonesia Stage 1: Challengers 2,Qualifier,Round of 64,Rex Regum Qeon vs XcN Gaming,Rex Regum Qeon,XcN Gaming,1,13,XcN Gaming won
Champions Tour Indonesia Stage 1: Challengers 2,Qualifier,Round of 64,Surabaya Esports vs U2G,Surabaya Esports,U2G,13,11,Surabaya Esports won
Champions Tour Indonesia Stage 1: Challengers 2,Qualifier,Round of 64,ZENITH vs VVV,ZENITH,VVV,11,13,VVV won
Champions Tour Indonesia Stage 1: Challengers 2,Qualifier,Round of 64,VOIN ESPORTS vs ESTEVANDOR,VOIN ESPORTS,ESTEVANDOR,13,4,VOIN ESPORTS won
Champions Tour Indonesia Stage 1: Challengers 2,Qualifier,Round of 64,GBH Esports vs Thieves of Hours,GBH Esports,Thieves of Hours,13,15,Thieves of Hours won
Champions Tour Indonesia Stage 1: Challengers 2,Qualifier,Round of 64,GTA Heist Crew vs MYTH,GTA Heist Crew,MYTH,1,13,MYTH won
Champions Tour Indonesia Stage 1: Challengers 2,Qualifier,Round of 64,ex-Team Phenix vs Alter Ego Celeste,ex-Team Phenix,Alter Ego Celeste,13,5,ex-Team Phenix won
Champions Tour Indonesia Stage 1: Challengers 2,Qualifier,Round of 64,Xterminate vs MORTIX,Xterminate,MORTIX,13,6,Xterminate won
Champions Tour Indonesia Stage 1: Challengers 2,Qualifier,Round of 64,ONIC G vs ATJ,ONIC G,ATJ,13,8,ONIC G won
Champions Tour Indonesia Stage 1: Challengers 2,Qualifier,Round of 64,JJ ESPORT vs PERVELUX,JJ ESPORT,PERVELUX,13,5,JJ ESPORT won
Champions Tour Indonesia Stage 1: Challengers 2,Qualifier,Round of 64,Pig Head vs WOLFPACK,Pig Head,WOLFPACK,5,13,WOLFPACK won
Champions Tour Indonesia Stage 1: Challengers 2,Qualifier,Round of 64,5Relics vs Spica,5Relics,Spica,13,5,5Relics won
Champions Tour Indonesia Stage 1: Challengers 2,Qualifier,Round of 64,CUEK vs ex-AING MAUNG Esports,CUEK,ex-AING MAUNG Esports,1,13,ex-AING MAUNG Esports won
Champions Tour Indonesia Stage 1: Challengers 2,Qualifier,Round of 64,TEAM X-FORCE vs MOC Team,TEAM X-FORCE,MOC Team,5,13,MOC Team won
Champions Tour Indonesia Stage 1: Challengers 2,Qualifier,Round of 64,Flat White vs Cursed Team,Flat White,Cursed Team,13,5,Flat White won
Champions Tour Indonesia Stage 1: Challengers 2,Qualifier,Round of 64,Absolute5 vs Proxymine,Absolute5,Proxymine,13,8,Absolute5 won
Champions Tour Indonesia Stage 1: Challengers 2,Qualifier,Round of 64,NXL LIGAGAME vs The Mafias EAID,NXL LIGAGAME,The Mafias EAID,13,0,NXL LIGAGAME won
Champions Tour Indonesia Stage 1: Challengers 2,Qualifier,Round of 64,CHARIOT vs KINGSLAYERS,CHARIOT,KINGSLAYERS,4,13,KINGSLAYERS won
Champions Tour Indonesia Stage 1: Challengers 2,Qualifier,Round of 64,4sehat5sempurna vs Noble Outlaws,4sehat5sempurna,Noble Outlaws,13,4,4sehat5sempurna won
Champions Tour Indonesia Stage 1: Challengers 2,Qualifier,Round of 32,Pecel Lele Lyra vs WAY Esports,Pecel Lele Lyra,WAY Esports,12,14,WAY Esports won
Champions Tour Indonesia Stage 1: Challengers 2,Qualifier,Round of 32,XcN Gaming vs ANARCHY,XcN Gaming,ANARCHY,13,0,XcN Gaming won
Champions Tour Indonesia Stage 1: Challengers 2,Qualifier,Round of 32,VOIN ESPORTS vs Thieves of Hours,VOIN ESPORTS,Thieves of Hours,13,1,VOIN ESPORTS won
Champions Tour Indonesia Stage 1: Challengers 2,Qualifier,Round of 32,MYTH vs ex-Reckless Lads,MYTH,ex-Reckless Lads,11,13,ex-Reckless Lads won
Champions Tour Indonesia Stage 1: Challengers 2,Qualifier,Round of 32,INCOGNITO vs ex-Team Phenix,INCOGNITO,ex-Team Phenix,13,9,INCOGNITO won
Champions Tour Indonesia Stage 1: Challengers 2,Qualifier,Round of 32,Xterminate vs ONIC G,Xterminate,ONIC G,2,13,ONIC G won
Champions Tour Indonesia Stage 1: Challengers 2,Qualifier,Round of 32,Team ReveaL vs DG Esports,Team ReveaL,DG Esports,7,13,DG Esports won
Champions Tour Indonesia Stage 1: Challengers 2,Qualifier,Round of 32,Noir vs S*ONE,Noir,S*ONE,13,4,Noir won
Champions Tour Indonesia Stage 1: Challengers 2,Qualifier,Round of 32,JJ ESPORT vs WOLFPACK,JJ ESPORT,WOLFPACK,6,13,WOLFPACK won
Champions Tour Indonesia Stage 1: Challengers 2,Qualifier,Round of 32,5Relics vs BIG ORCA,5Relics,BIG ORCA,8,13,BIG ORCA won
Champions Tour Indonesia Stage 1: Challengers 2,Qualifier,Round of 32,MOC Team vs Ethereal,MOC Team,Ethereal,14,16,Ethereal won
Champions Tour Indonesia Stage 1: Challengers 2,Qualifier,Round of 32,Orbit vs Flat White,Orbit,Flat White,10,11,Flat White won
Champions Tour Indonesia Stage 1: Challengers 2,Qualifier,Round of 32,Absolute5 vs NXL LIGAGAME,Absolute5,NXL LIGAGAME,2,13,NXL LIGAGAME won
Champions Tour Indonesia Stage 1: Challengers 2,Qualifier,Round of 32,KINGSLAYERS vs 4sehat5sempurna,KINGSLAYERS,4sehat5sempurna,13,1,KINGSLAYERS won
Champions Tour Indonesia Stage 1: Challengers 2,Qualifier,Round of 16,WAY Esports vs XcN Gaming,WAY Esports,XcN Gaming,2,13,XcN Gaming won
Champions Tour Indonesia Stage 1: Challengers 2,Qualifier,Round of 16,VVV vs VOIN ESPORTS,VVV,VOIN ESPORTS,13,10,VVV won
Champions Tour Indonesia Stage 1: Challengers 2,Qualifier,Round of 16,ex-Reckless Lads vs INCOGNITO,ex-Reckless Lads,INCOGNITO,13,5,ex-Reckless Lads won
Champions Tour Indonesia Stage 1: Challengers 2,Qualifier,Round of 16,ONIC G vs DG Esports,ONIC G,DG Esports,13,5,ONIC G won
Champions Tour Indonesia Stage 1: Challengers 2,Qualifier,Round of 16,Noir vs WOLFPACK,Noir,WOLFPACK,8,13,WOLFPACK won
Champions Tour Indonesia Stage 1: Challengers 2,Qualifier,Round of 16,BIG ORCA vs ex-AING MAUNG Esports,BIG ORCA,ex-AING MAUNG Esports,7,13,ex-AING MAUNG Esports won
Champions Tour Indonesia Stage 1: Challengers 2,Qualifier,Round of 16,Ethereal vs Flat White,Ethereal,Flat White,13,7,Ethereal won
Champions Tour Indonesia Stage 1: Challengers 2,Qualifier,Round of 16,NXL LIGAGAME vs KINGSLAYERS,NXL LIGAGAME,KINGSLAYERS,13,8,NXL LIGAGAME won
Champions Tour Indonesia Stage 1: Challengers 2,Qualifier,Round of 8,XcN Gaming vs VVV,XcN Gaming,VVV,13,10,XcN Gaming won
Champions Tour Indonesia Stage 1: Challengers 2,Qualifier,Round of 8,ex-Reckless Lads vs ONIC G,ex-Reckless Lads,ONIC G,13,11,ex-Reckless Lads won
Champions Tour Indonesia Stage 1: Challengers 2,Qualifier,Round of 8,WOLFPACK vs ex-AING MAUNG Esports,WOLFPACK,ex-AING MAUNG Esports,13,5,WOLFPACK won
Champions Tour Indonesia Stage 1: Challengers 2,Qualifier,Round of 8,Ethereal vs NXL LIGAGAME,Ethereal,NXL LIGAGAME,4,13,NXL LIGAGAME won
Champions Tour Indonesia Stage 1: Challengers 2,Main Event,Quarterfinals,Seniman Grooming vs Alter Ego,Seniman Grooming,Alter Ego,0,2,Alter Ego won
Champions Tour Indonesia Stage 1: Challengers 2,Main Event,Quarterfinals,BOOM Esports vs WOLFPACK,BOOM Esports,WOLFPACK,2,0,BOOM Esports won
Champions Tour Indonesia Stage 1: Challengers 2,Main Event,Quarterfinals,ex-Reckless Lads vs XcN Gaming,ex-Reckless Lads,XcN Gaming,1,2,XcN Gaming won
Champions Tour Indonesia Stage 1: Challengers 2,Main Event,Quarterfinals,Bigetron Arctic vs NXL LIGAGAME,Bigetron Arctic,NXL LIGAGAME,0,2,NXL LIGAGAME won
Champions Tour Indonesia Stage 1: Challengers 2,Main Event,Semifinals,Alter Ego vs BOOM Esports,Alter Ego,BOOM Esports,1,2,BOOM Esports won
Champions Tour Indonesia Stage 1: Challengers 2,Main Event,Semifinals,XcN Gaming vs NXL LIGAGAME,XcN Gaming,NXL LIGAGAME,1,2,NXL LIGAGAME won
Champions Tour Indonesia Stage 1: Challengers 2,Main Event,Bronze Final,Alter Ego vs XcN Gaming,Alter Ego,XcN Gaming,1,2,XcN Gaming won
Champions Tour Indonesia Stage 1: Challengers 2,Main Event,Grand Final,BOOM Esports vs NXL LIGAGAME,BOOM Esports,NXL LIGAGAME,1,3,NXL LIGAGAME won
Champions Tour Malaysia & Singapore Stage 1: Challengers 2,Qualifiers,Round of 32,Paper Rex vs Premade 5,Paper Rex,Premade 5,13,3,Paper Rex won
Champions Tour Malaysia & Singapore Stage 1: Challengers 2,Qualifiers,Round of 32,Running Dogs vs Team Coxlong,Running Dogs,Team Coxlong,13,15,Team Coxlong won
Champions Tour Malaysia & Singapore Stage 1: Challengers 2,Qualifiers,Round of 32,XenoFrost vs Meness Mob,XenoFrost,Meness Mob,13,5,XenoFrost won
Champions Tour Malaysia & Singapore Stage 1: Challengers 2,Qualifiers,Round of 32,JustLose vs Wulf Esports,JustLose,Wulf Esports,13,5,JustLose won
Champions Tour Malaysia & Singapore Stage 1: Challengers 2,Qualifiers,Round of 32,ex-Timing Monster Gaming vs Team LZ,ex-Timing Monster Gaming,Team LZ,13,8,ex-Timing Monster Gaming won
Champions Tour Malaysia & Singapore Stage 1: Challengers 2,Qualifiers,Round of 32,Louvre vs Watermelon Sugar,Louvre,Watermelon Sugar,13,10,Louvre won
Champions Tour Malaysia & Singapore Stage 1: Challengers 2,Qualifiers,Round of 32,JMNY6 vs SCYTES,JMNY6,SCYTES,13,9,JMNY6 won
Champions Tour Malaysia & Singapore Stage 1: Challengers 2,Qualifiers,Round of 32,Looking For Org vs Thirsts Esports,Looking For Org,Thirsts Esports,13,1,Looking For Org won
Champions Tour Malaysia & Singapore Stage 1: Challengers 2,Qualifiers,Round of 32,Zero Synergy White vs Lvl 10,Zero Synergy White,Lvl 10,13,8,Zero Synergy White won
Champions Tour Malaysia & Singapore Stage 1: Challengers 2,Qualifiers,Round of 16,wegonnalose vs Paper Rex,wegonnalose,Paper Rex,0,2,Paper Rex won
Champions Tour Malaysia & Singapore Stage 1: Challengers 2,Qualifiers,Round of 16,Myschief vs Mantou,Myschief,Mantou,0,2,Mantou won
Champions Tour Malaysia & Singapore Stage 1: Challengers 2,Qualifiers,Round of 16,Team Coxlong vs XenoFrost,Team Coxlong,XenoFrost,0,2,XenoFrost won
Champions Tour Malaysia & Singapore Stage 1: Challengers 2,Qualifiers,Round of 16,NAGA ESPORTS vs JustLose,NAGA ESPORTS,JustLose,0,2,JustLose won
Champions Tour Malaysia & Singapore Stage 1: Challengers 2,Qualifiers,Round of 16,ex-Timing Monster Gaming vs Todak,ex-Timing Monster Gaming,Todak,0,2,Todak won
Champions Tour Malaysia & Singapore Stage 1: Challengers 2,Qualifiers,Round of 16,Excelsa vs Louvre,Excelsa,Louvre,0,2,Louvre won
Champions Tour Malaysia & Singapore Stage 1: Challengers 2,Qualifiers,Round of 16,Team 600 vs JMNY6,Team 600,JMNY6,2,0,Team 600 won
Champions Tour Malaysia & Singapore Stage 1: Challengers 2,Qualifiers,Round of 16,Looking For Org vs Zero Synergy White,Looking For Org,Zero Synergy White,2,0,Looking For Org won
Champions Tour Malaysia & Singapore Stage 1: Challengers 2,Qualifiers,Quarter Finals,Paper Rex vs Mantou,Paper Rex,Mantou,2,0,Paper Rex won
Champions Tour Malaysia & Singapore Stage 1: Challengers 2,Qualifiers,Quarter Finals,XenoFrost vs JustLose,XenoFrost,JustLose,0,2,JustLose won
Champions Tour Malaysia & Singapore Stage 1: Challengers 2,Qualifiers,Quarter Finals,Todak vs Louvre,Todak,Louvre,1,2,Louvre won
Champions Tour Malaysia & Singapore Stage 1: Challengers 2,Qualifiers,Quarter Finals,Team 600 vs Looking For Org,Team 600,Looking For Org,1,2,Looking For Org won
Champions Tour Malaysia & Singapore Stage 1: Challengers 2,Playoffs,Upper Quarterfinals,Reality Rift vs Paper Rex,Reality Rift,Paper Rex,2,1,Reality Rift won
Champions Tour Malaysia & Singapore Stage 1: Challengers 2,Playoffs,Upper Quarterfinals,XIAO vs JustLose,XIAO,JustLose,0,2,JustLose won
Champions Tour Malaysia & Singapore Stage 1: Challengers 2,Playoffs,Upper Quarterfinals,Team SMG vs Looking For Org,Team SMG,Looking For Org,2,0,Team SMG won
Champions Tour Malaysia & Singapore Stage 1: Challengers 2,Playoffs,Upper Quarterfinals,Kingsmen vs Louvre,Kingsmen,Louvre,2,1,Kingsmen won
Champions Tour Malaysia & Singapore Stage 1: Challengers 2,Playoffs,Lower Bracket Round 1,Paper Rex vs XIAO,Paper Rex,XIAO,13,11,Paper Rex won
Champions Tour Malaysia & Singapore Stage 1: Challengers 2,Playoffs,Lower Bracket Round 1,Looking For Org vs Louvre,Looking For Org,Louvre,13,11,Looking For Org won
Champions Tour Malaysia & Singapore Stage 1: Challengers 2,Playoffs,Upper Semifinals,Reality Rift vs JustLose,Reality Rift,JustLose,0,2,JustLose won
Champions Tour Malaysia & Singapore Stage 1: Challengers 2,Playoffs,Upper Semifinals,Team SMG vs Kingsmen,Team SMG,Kingsmen,0,2,Kingsmen won
Champions Tour Malaysia & Singapore Stage 1: Challengers 2,Playoffs,Lower Bracket Round 2,Looking For Org vs Reality Rift,Looking For Org,Reality Rift,0,13,Reality Rift won
Champions Tour Malaysia & Singapore Stage 1: Challengers 2,Playoffs,Lower Bracket Round 2,Paper Rex vs Team SMG,Paper Rex,Team SMG,13,11,Paper Rex won
Champions Tour Malaysia & Singapore Stage 1: Challengers 2,Playoffs,Upper Finals,JustLose vs Kingsmen,JustLose,Kingsmen,2,0,JustLose won
Champions Tour Malaysia & Singapore Stage 1: Challengers 2,Playoffs,Lower Bracket Round 3,Reality Rift vs Paper Rex,Reality Rift,Paper Rex,13,10,Reality Rift won
Champions Tour Malaysia & Singapore Stage 1: Challengers 2,Playoffs,Lower Bracket Final,Kingsmen vs Reality Rift,Kingsmen,Reality Rift,0,2,Reality Rift won
Champions Tour Malaysia & Singapore Stage 1: Challengers 2,Playoffs,Grand Finals,JustLose vs Reality Rift,JustLose,Reality Rift,3,2,JustLose won
Champions Tour Thailand Stage 1: Challengers 2,Qualifiers,Quarter Finals,Made in Thailand vs Exorcist.ESC,Made in Thailand,Exorcist.ESC,12,14,Exorcist.ESC won
Champions Tour Thailand Stage 1: Challengers 2,Qualifiers,Quarter Finals,ZABB vs Aricat Esport Family,ZABB,Aricat Esport Family,4,13,Aricat Esport Family won
Champions Tour Thailand Stage 1: Challengers 2,Qualifiers,Quarter Finals,Not Ready vs Sharper Esport,Not Ready,Sharper Esport,13,10,Not Ready won
Champions Tour Thailand Stage 1: Challengers 2,Qualifiers,Quarter Finals,Overtime Esports vs Goldencat Gaming,Overtime Esports,Goldencat Gaming,13,5,Overtime Esports won
Champions Tour Thailand Stage 1: Challengers 2,Qualifiers,Lower Bracket Round 1,QConfirm vs Sharper Esport,QConfirm,Sharper Esport,11,13,Sharper Esport won
Champions Tour Thailand Stage 1: Challengers 2,Qualifiers,Semifinals,Exorcist.ESC vs Aricat Esport Family,Exorcist.ESC,Aricat Esport Family,4,13,Aricat Esport Family won
Champions Tour Thailand Stage 1: Challengers 2,Qualifiers,Semifinals,Not Ready vs Overtime Esports,Not Ready,Overtime Esports,6,13,Overtime Esports won
Champions Tour Thailand Stage 1: Challengers 2,Qualifiers,Lower Bracket Round 2,Not Ready vs FULL SENSE,Not Ready,FULL SENSE,13,15,FULL SENSE won
Champions Tour Thailand Stage 1: Challengers 2,Qualifiers,Lower Bracket Round 2,Exorcist.ESC vs Sharper Esport,Exorcist.ESC,Sharper Esport,5,13,Sharper Esport won
Champions Tour Thailand Stage 1: Challengers 2,Qualifiers,Upper Finals,Aricat Esport Family vs Overtime Esports,Aricat Esport Family,Overtime Esports,13,10,Aricat Esport Family won
Champions Tour Thailand Stage 1: Challengers 2,Qualifiers,Lower Bracket Round 3,FULL SENSE vs Sharper Esport,FULL SENSE,Sharper Esport,13,9,FULL SENSE won
Champions Tour Thailand Stage 1: Challengers 2,Qualifiers,Lower Bracket Final,Overtime Esports vs FULL SENSE,Overtime Esports,FULL SENSE,7,13,FULL SENSE won
Champions Tour Thailand Stage 1: Challengers 2,Qualifiers,Grand Finals,Aricat Esport Family vs FULL SENSE,Aricat Esport Family,FULL SENSE,6,13,FULL SENSE won
Champions Tour Thailand Stage 1: Challengers 2,Main Event,Quarterfinals,X10 Esports vs Overtime Esports,X10 Esports,Overtime Esports,2,0,X10 Esports won
Champions Tour Thailand Stage 1: Challengers 2,Main Event,Quarterfinals,FULL SENSE vs OhMyGirl,FULL SENSE,OhMyGirl,2,0,FULL SENSE won
Champions Tour Thailand Stage 1: Challengers 2,Main Event,Quarterfinals,NG.Black vs Aricat Esport Family,NG.Black,Aricat Esport Family,2,1,NG.Black won
Champions Tour Thailand Stage 1: Challengers 2,Main Event,Quarterfinals,Sharper Esport vs Foxy Araikordai,Sharper Esport,Foxy Araikordai,2,0,Sharper Esport won
Champions Tour Thailand Stage 1: Challengers 2,Main Event,Semifinals,X10 Esports vs FULL SENSE,X10 Esports,FULL SENSE,2,1,X10 Esports won
Champions Tour Thailand Stage 1: Challengers 2,Main Event,Semifinals,NG.Black vs Sharper Esport,NG.Black,Sharper Esport,2,0,NG.Black won
Champions Tour Thailand Stage 1: Challengers 2,Main Event,Grand Finals,X10 Esports vs NG.Black,X10 Esports,NG.Black,0,2,NG.Black won
Champions Tour North America Stage 1: Challengers 2,Qualifier,Round of 128,100 Thieves vs Caught in 4k,100 Thieves,Caught in 4k,2,0,100 Thieves won
Champions Tour North America Stage 1: Challengers 2,Qualifier,Round of 128,Nautic vs VZN,Nautic,VZN,1,2,VZN won
Champions Tour North America Stage 1: Challengers 2,Qualifier,Round of 128,Elevate vs Royal,Elevate,Royal,2,0,Elevate won
Champions Tour North America Stage 1: Challengers 2,Qualifier,Round of 128,Ghost Gaming vs THE FIVE EMPERORS,Ghost Gaming,THE FIVE EMPERORS,2,0,Ghost Gaming won
Champions Tour North America Stage 1: Challengers 2,Qualifier,Round of 128,Big Backwoods vs Heathens,Big Backwoods,Heathens,2,0,Big Backwoods won
Champions Tour North America Stage 1: Challengers 2,Qualifier,Round of 128,ANEW Esports vs Rated Gaming,ANEW Esports,Rated Gaming,2,0,ANEW Esports won
Champions Tour North America Stage 1: Challengers 2,Qualifier,Round of 128,Last Round Save vs Hotcakes,Last Round Save,Hotcakes,2,0,Last Round Save won
Champions Tour North America Stage 1: Challengers 2,Qualifier,Round of 128,Andbox vs Amarok Esports ,Andbox,Amarok Esports ,2,0,Andbox won
Champions Tour North America Stage 1: Challengers 2,Qualifier,Round of 128,Take Flyte vs Dallas Vendetta,Take Flyte,Dallas Vendetta,2,0,Take Flyte won
Champions Tour North America Stage 1: Challengers 2,Qualifier,Round of 128,Cloud9 White vs Lunch Club,Cloud9 White,Lunch Club,2,1,Cloud9 White won
