Tournament,Stage,Match Type,Match Name,Team A,Team B,Team A Score,Team B Score,Match Result
Champions Tour Malaysia & Singapore Stage 1: Challengers,Playoffs,Lower Round 3,Huat Zai vs BLEED,Huat Zai,BLEED,1,2,BLEED won
Champions Tour Malaysia & Singapore Stage 1: Challengers,Playoffs,Lower Final,No Namers vs BLEED,No Namers,BLEED,0,2,BLEED won
Champions Tour Malaysia & Singapore Stage 1: Challengers,Playoffs,Grand Final,Paper Rex vs BLEED,Paper Rex,BLEED,3,0,Paper Rex won
Champions Tour Hong Kong & Taiwan Stage 1: Challengers,Open Qualifier,Upper Bracket Quarterfinals,LP33 vs Fire,LP33,Fire,2,0,LP33 won
Champions Tour Hong Kong & Taiwan Stage 1: Challengers,Open Qualifier,Upper Bracket Quarterfinals,Griffin E-Sports vs Oblivion Force,Griffin E-Sports,Oblivion Force,2,0,Griffin E-Sports won
Champions Tour Hong Kong & Taiwan Stage 1: Challengers,Open Qualifier,Upper Bracket Quarterfinals,Five Ace Esports vs Giant Submarine,Five Ace Esports,Giant Submarine,2,0,Five Ace Esports won
Champions Tour Hong Kong & Taiwan Stage 1: Challengers,Open Qualifier,Upper Bracket Quarterfinals,Problem Child vs I Need Money,Problem Child,I Need Money,0,2,I Need Money won
Champions Tour Hong Kong & Taiwan Stage 1: Challengers,Open Qualifier,Lower Bracket Decider,Fire vs Oblivion Force,Fire,Oblivion Force,0,2,Oblivion Force won
Champions Tour Hong Kong & Taiwan Stage 1: Challengers,Open Qualifier,Lower Bracket Decider,Giant Submarine vs Problem Child,Giant Submarine,Problem Child,2,0,Giant Submarine won
Champions Tour Hong Kong & Taiwan Stage 1: Challengers,Group Stage,Week 1,Five Ace Esports vs LP33,Five Ace Esports,LP33,2,1,Five Ace Esports won
Champions Tour Hong Kong & Taiwan Stage 1: Challengers,Group Stage,Week 1,Giant Submarine vs Griffin E-Sports,Giant Submarine,Griffin E-Sports,0,2,Griffin E-Sports won
Champions Tour Hong Kong & Taiwan Stage 1: Challengers,Group Stage,Week 1,Oblivion Force vs I Need Money,Oblivion Force,I Need Money,2,0,Oblivion Force won
Champions Tour Hong Kong & Taiwan Stage 1: Challengers,Group Stage,Week 1,I Need Money vs Five Ace Esports,I Need Money,Five Ace Esports,1,2,Five Ace Esports won
Champions Tour Hong Kong & Taiwan Stage 1: Challengers,Group Stage,Week 1,Oblivion Force vs LP33,Oblivion Force,LP33,0,2,LP33 won
Champions Tour Hong Kong & Taiwan Stage 1: Challengers,Group Stage,Week 1,Griffin E-Sports vs LP33,Griffin E-Sports,LP33,2,0,Griffin E-Sports won
Champions Tour Hong Kong & Taiwan Stage 1: Challengers,Group Stage,Week 1,Giant Submarine vs Five Ace Esports,Giant Submarine,Five Ace Esports,0,2,Five Ace Esports won
Champions Tour Hong Kong & Taiwan Stage 1: Challengers,Group Stage,Week 2,I Need Money vs Griffin E-Sports,I Need Money,Griffin E-Sports,2,0,I Need Money won
Champions Tour Hong Kong & Taiwan Stage 1: Challengers,Group Stage,Week 2,Giant Submarine vs Oblivion Force,Giant Submarine,Oblivion Force,0,2,Oblivion Force won
Champions Tour Hong Kong & Taiwan Stage 1: Challengers,Group Stage,Week 2,I Need Money vs LP33,I Need Money,LP33,0,2,LP33 won
Champions Tour Hong Kong & Taiwan Stage 1: Challengers,Group Stage,Week 2,Oblivion Force vs Five Ace Esports,Oblivion Force,Five Ace Esports,2,0,Oblivion Force won
Champions Tour Hong Kong & Taiwan Stage 1: Challengers,Group Stage,Week 2,LP33 vs Giant Submarine,LP33,Giant Submarine,2,0,LP33 won
Champions Tour Hong Kong & Taiwan Stage 1: Challengers,Group Stage,Week 2,Griffin E-Sports vs Five Ace Esports,Griffin E-Sports,Five Ace Esports,2,0,Griffin E-Sports won
Champions Tour Hong Kong & Taiwan Stage 1: Challengers,Group Stage,Week 2,Giant Submarine vs I Need Money,Giant Submarine,I Need Money,0,2,I Need Money won
Champions Tour Hong Kong & Taiwan Stage 1: Challengers,Group Stage,Week 2,Griffin E-Sports vs Oblivion Force,Griffin E-Sports,Oblivion Force,0,2,Oblivion Force won
Champions Tour Hong Kong & Taiwan Stage 1: Challengers,Playoffs,Semifinals,Oblivion Force vs LP33,Oblivion Force,LP33,3,0,Oblivion Force won
Champions Tour Hong Kong & Taiwan Stage 1: Challengers,Playoffs,Semifinals,Five Ace Esports vs Griffin E-Sports,Five Ace Esports,Griffin E-Sports,0,3,Griffin E-Sports won
Champions Tour Hong Kong & Taiwan Stage 1: Challengers,Playoffs,Grand Finals,Oblivion Force vs Griffin E-Sports,Oblivion Force,Griffin E-Sports,3,2,Oblivion Force won
Oceania Tour: Stage 1,Open Qualifier,Round of 16,Hectic Habibs  vs HEHE,Hectic Habibs ,HEHE,1,2,HEHE won
Oceania Tour: Stage 1,Open Qualifier,Round of 16,ex-Wildcard Gaming vs 95x Esports,ex-Wildcard Gaming,95x Esports,2,0,ex-Wildcard Gaming won
Oceania Tour: Stage 1,Open Qualifier,Round of 16,Menace 2 Society vs HONEY BADGERS,Menace 2 Society,HONEY BADGERS,0,2,HONEY BADGERS won
Oceania Tour: Stage 1,Open Qualifier,Round of 16,Naked with Attitude vs Iconic,Naked with Attitude,Iconic,0,2,Iconic won
Oceania Tour: Stage 1,Open Qualifier,Round of 16,Bonkers vs KRAKEN ESC,Bonkers,KRAKEN ESC,2,0,Bonkers won
Oceania Tour: Stage 1,Open Qualifier,Round of 16,MEOW MEOW vs McTeam,MEOW MEOW,McTeam,2,0,MEOW MEOW won
Oceania Tour: Stage 1,Open Qualifier,Round of 16,Crima's Disciples vs East LA,Crima's Disciples,East LA,2,1,Crima's Disciples won
Oceania Tour: Stage 1,Open Qualifier,Round of 16,Taiyo eSports vs Funcrew,Taiyo eSports,Funcrew,0,2,Funcrew won
Oceania Tour: Stage 1,Open Qualifier,Quarterfinals,ex-Wildcard Gaming vs HONEY BADGERS,ex-Wildcard Gaming,HONEY BADGERS,0,2,HONEY BADGERS won
Oceania Tour: Stage 1,Open Qualifier,Quarterfinals,Bonkers vs Funcrew,Bonkers,Funcrew,2,1,Bonkers won
Oceania Tour: Stage 1,Open Qualifier,Quarterfinals,Crima's Disciples vs HEHE,Crima's Disciples,HEHE,2,0,Crima's Disciples won
Oceania Tour: Stage 1,Open Qualifier,Quarterfinals,MEOW MEOW vs Iconic,MEOW MEOW,Iconic,2,1,MEOW MEOW won
Oceania Tour: Stage 1,Open Qualifier,Semifinals,HONEY BADGERS vs Bonkers,HONEY BADGERS,Bonkers,2,0,HONEY BADGERS won
Oceania Tour: Stage 1,Open Qualifier,Semifinals,Crima's Disciples vs MEOW MEOW,Crima's Disciples,MEOW MEOW,2,0,Crima's Disciples won
Oceania Tour: Stage 1,Open Qualifier,Lower Bracket Semifinals,ex-Wildcard Gaming vs Funcrew,ex-Wildcard Gaming,Funcrew,0,2,Funcrew won
Oceania Tour: Stage 1,Open Qualifier,Lower Bracket Semifinals,HEHE vs Iconic,HEHE,Iconic,1,2,Iconic won
Oceania Tour: Stage 1,Open Qualifier,Consolation Finals,Bonkers vs MEOW MEOW,Bonkers,MEOW MEOW,1,2,MEOW MEOW won
Oceania Tour: Stage 1,Open Qualifier,Lower Bracket Finals,Funcrew vs Iconic,Funcrew,Iconic,0,2,Iconic won
Oceania Tour: Stage 1,Open Qualifier,Grand Finals,HONEY BADGERS vs Crima's Disciples,HONEY BADGERS,Crima's Disciples,2,1,HONEY BADGERS won
Oceania Tour: Stage 1,Open Qualifier,Lower Bracket Consolation Finals,ex-Wildcard Gaming vs HEHE,ex-Wildcard Gaming,HEHE,2,0,ex-Wildcard Gaming won
Oceania Tour: Stage 1,Group Stage,Week 1,Iconic vs Mindfreak,Iconic,Mindfreak,0,2,Mindfreak won
Oceania Tour: Stage 1,Group Stage,Week 1,Funcrew vs ORDER,Funcrew,ORDER,0,2,ORDER won
Oceania Tour: Stage 1,Group Stage,Week 1,Crima's Disciples vs MEOW MEOW,Crima's Disciples,MEOW MEOW,2,1,Crima's Disciples won
Oceania Tour: Stage 1,Group Stage,Week 1,HONEY BADGERS vs Bonkers,HONEY BADGERS,Bonkers,1,2,Bonkers won
Oceania Tour: Stage 1,Group Stage,Week 1,Mindfreak vs Crima's Disciples,Mindfreak,Crima's Disciples,0,2,Crima's Disciples won
Oceania Tour: Stage 1,Group Stage,Week 1,ORDER vs HONEY BADGERS,ORDER,HONEY BADGERS,2,0,ORDER won
Oceania Tour: Stage 1,Group Stage,Week 2,Funcrew vs Clarity ESC,Funcrew,Clarity ESC,0,2,Clarity ESC won
Oceania Tour: Stage 1,Group Stage,Week 2,Iconic vs Crima's Disciples,Iconic,Crima's Disciples,1,2,Crima's Disciples won
Oceania Tour: Stage 1,Group Stage,Week 2,Bonkers vs Funcrew,Bonkers,Funcrew,2,0,Bonkers won
Oceania Tour: Stage 1,Group Stage,Week 2,MEOW MEOW vs Iconic,MEOW MEOW,Iconic,1,2,Iconic won
Oceania Tour: Stage 1,Group Stage,Week 2,Bonkers vs ORDER,Bonkers,ORDER,0,2,ORDER won
Oceania Tour: Stage 1,Group Stage,Week 2,MEOW MEOW vs Mindfreak,MEOW MEOW,Mindfreak,0,2,Mindfreak won
Oceania Tour: Stage 1,Regional Playoffs,Upper Bracket Quarterfinals,ORDER vs MEOW MEOW,ORDER,MEOW MEOW,2,0,ORDER won
Oceania Tour: Stage 1,Regional Playoffs,Upper Bracket Quarterfinals,Clarity ESC vs Mindfreak,Clarity ESC,Mindfreak,2,1,Clarity ESC won
Oceania Tour: Stage 1,Regional Playoffs,Upper Bracket Quarterfinals,Bonkers vs Iconic,Bonkers,Iconic,0,2,Iconic won
Oceania Tour: Stage 1,Regional Playoffs,Upper Bracket Quarterfinals,Funcrew vs Crima's Disciples,Funcrew,Crima's Disciples,2,0,Funcrew won
Oceania Tour: Stage 1,Regional Playoffs,Lower Bracket Round 1,MEOW MEOW vs Mindfreak,MEOW MEOW,Mindfreak,0,2,Mindfreak won
Oceania Tour: Stage 1,Regional Playoffs,Lower Bracket Round 1,Bonkers vs Crima's Disciples,Bonkers,Crima's Disciples,2,0,Bonkers won
Oceania Tour: Stage 1,Regional Playoffs,Upper Bracket Semifinals,ORDER vs HONEY BADGERS,ORDER,HONEY BADGERS,2,1,ORDER won
Oceania Tour: Stage 1,Regional Playoffs,Upper Bracket Semifinals,Iconic vs Funcrew,Iconic,Funcrew,2,1,Iconic won
Oceania Tour: Stage 1,Regional Playoffs,Lower Bracket Round 2,Funcrew vs Mindfreak,Funcrew,Mindfreak,2,1,Funcrew won
Oceania Tour: Stage 1,Regional Playoffs,Lower Bracket Round 2,HONEY BADGERS vs Bonkers,HONEY BADGERS,Bonkers,0,2,Bonkers won
Oceania Tour: Stage 1,Regional Playoffs,Upper Bracket Finals,ORDER vs Iconic,ORDER,Iconic,2,0,ORDER won
Oceania Tour: Stage 1,Regional Playoffs,Lower Bracket Round 3,Funcrew vs Bonkers,Funcrew,Bonkers,0,2,Bonkers won
Oceania Tour: Stage 1,Regional Playoffs,Lower Bracket Finals,Iconic vs Bonkers,Iconic,Bonkers,0,2,Bonkers won
Oceania Tour: Stage 1,Regional Playoffs,Grand Finals,ORDER vs Bonkers,ORDER,Bonkers,1,3,Bonkers won
Road to VCT 2022,Round 1,Round of 16,Yêu Nhã Hân vs Team Capalot,Yêu Nhã Hân,Team Capalot,0,2,Team Capalot won
Road to VCT 2022,Round 1,Round of 16,Respect Me vs Fancy United Esports,Respect Me,Fancy United Esports,0,2,Fancy United Esports won
Road to VCT 2022,Round 1,Round of 16,Lv10FB vs FEARUS,Lv10FB,FEARUS,0,2,FEARUS won
Road to VCT 2022,Round 1,Round of 16,VANDAL GANG BOIZ vs Homies Nexus,VANDAL GANG BOIZ,Homies Nexus,0,2,Homies Nexus won
Road to VCT 2022,Round 1,Round of 16,The Meaps vs Team IBYE,The Meaps,Team IBYE,2,0,The Meaps won
Road to VCT 2022,Round 1,Round of 16,imnot vs ClownS,imnot,ClownS,2,0,imnot won
Road to VCT 2022,Round 1,Round of 16,Fenix Gaming vs Take It Easy,Fenix Gaming,Take It Easy,0,2,Take It Easy won
Road to VCT 2022,Round 1,Round of 16,Innocent Cats Junior vs Dominus Esports,Innocent Cats Junior,Dominus Esports,0,2,Dominus Esports won
Road to VCT 2022,Round 1,Quarterfinals,FEARUS vs Homies Nexus,FEARUS,Homies Nexus,2,0,FEARUS won
Road to VCT 2022,Round 1,Quarterfinals,The Meaps vs Take It Easy,The Meaps,Take It Easy,2,1,The Meaps won
Road to VCT 2022,Round 1,Quarterfinals,imnot vs Dominus Esports,imnot,Dominus Esports,0,2,Dominus Esports won
Road to VCT 2022,Round 1,Semifinals,Fancy United Esports vs FEARUS,Fancy United Esports,FEARUS,2,0,Fancy United Esports won
Road to VCT 2022,Round 1,Semifinals,The Meaps vs Dominus Esports,The Meaps,Dominus Esports,2,0,The Meaps won
Road to VCT 2022,Round 1,Grand Final,Fancy United Esports vs The Meaps,Fancy United Esports,The Meaps,2,0,Fancy United Esports won
Road to VCT 2022,Round 2,Round of 16,Brave Wolves vs Canine 9,Brave Wolves,Canine 9,2,0,Brave Wolves won
Road to VCT 2022,Round 2,Round of 16,Dominus Esports vs Take It Easy,Dominus Esports,Take It Easy,0,2,Take It Easy won
Road to VCT 2022,Round 2,Round of 16,Unindentified Gaming vs Nghiện Thêm Lần Nữ,Unindentified Gaming,Nghiện Thêm Lần Nữ,0,2,Nghiện Thêm Lần Nữ won
Road to VCT 2022,Round 2,Round of 16,Team Joy vs The Mad Men 1,Team Joy,The Mad Men 1,2,0,Team Joy won
Road to VCT 2022,Round 2,Round of 16,Innocent Cats Esports vs Penguins and Frogs,Innocent Cats Esports,Penguins and Frogs,2,0,Innocent Cats Esports won
Road to VCT 2022,Round 2,Round of 16,MXB South Side vs Team Capalot,MXB South Side,Team Capalot,1,2,Team Capalot won
Road to VCT 2022,Round 2,Quarterfinals,UBT Esports vs Innocent Cats Esports,UBT Esports,Innocent Cats Esports,2,0,UBT Esports won
Road to VCT 2022,Round 2,Quarterfinals,Brave Wolves vs Take It Easy,Brave Wolves,Take It Easy,0,2,Take It Easy won
Road to VCT 2022,Round 2,Quarterfinals,Nghiện Thêm Lần Nữ vs Team Joy,Nghiện Thêm Lần Nữ,Team Joy,0,2,Team Joy won
Road to VCT 2022,Round 2,Semifinals,Take It Easy vs Team Joy,Take It Easy,Team Joy,1,2,Team Joy won
Road to VCT 2022,Round 2,Semifinals,UBT Esports vs Team Capalot,UBT Esports,Team Capalot,2,0,UBT Esports won
Road to VCT 2022,Round 2,Grand Finals,Team Joy vs UBT Esports,Team Joy,UBT Esports,0,2,UBT Esports won
Road to VCT 2022,Round 3,Round of 16,Dominus Esports vs Homies Nexus,Dominus Esports,Homies Nexus,2,0,Dominus Esports won
Road to VCT 2022,Round 3,Round of 16,Respect Me vs The Mad Men 2,Respect Me,The Mad Men 2,0,2,The Mad Men 2 won
Road to VCT 2022,Round 3,Round of 16,Team Big BAAM vs Fake Clan,Team Big BAAM,Fake Clan,2,0,Team Big BAAM won
Road to VCT 2022,Round 3,Round of 16,OK vs Canine 9,OK,Canine 9,2,1,OK won
Road to VCT 2022,Round 3,Round of 16,Brave Wolves vs Innocent Cats Esports,Brave Wolves,Innocent Cats Esports,2,0,Brave Wolves won
Road to VCT 2022,Round 3,Round of 16,The Mad Men 3 vs MXB South Side,The Mad Men 3,MXB South Side,0,2,MXB South Side won
Road to VCT 2022,Round 3,Round of 16,CBD Prime vs Take It Easy,CBD Prime,Take It Easy,2,0,CBD Prime won
Road to VCT 2022,Round 3,Quarterfinals,Hehe vs Dominus Esports,Hehe,Dominus Esports,1,2,Dominus Esports won
Road to VCT 2022,Round 3,Quarterfinals,The Mad Men 2 vs Team Big BAAM,The Mad Men 2,Team Big BAAM,0,2,Team Big BAAM won
Road to VCT 2022,Round 3,Quarterfinals,MXB South Side vs CBD Prime,MXB South Side,CBD Prime,2,0,MXB South Side won
Road to VCT 2022,Round 3,Quarterfinals,OK vs Brave Wolves,OK,Brave Wolves,1,2,Brave Wolves won
Road to VCT 2022,Round 3,Semifinals,Dominus Esports vs Team Big BAAM,Dominus Esports,Team Big BAAM,0,2,Team Big BAAM won
Road to VCT 2022,Round 3,Semifinals,MXB South Side vs Brave Wolves,MXB South Side,Brave Wolves,2,0,MXB South Side won
Road to VCT 2022,Round 3,Grand Finals,Team Big BAAM vs MXB South Side,Team Big BAAM,MXB South Side,2,0,Team Big BAAM won
Road to VCT 2022,Round 4,Round of 16,Brave Wolves vs Team Capalot,Brave Wolves,Team Capalot,2,1,Brave Wolves won
Road to VCT 2022,Round 4,Round of 16,RMIT SGS Esports Club vs Take It Easy,RMIT SGS Esports Club,Take It Easy,0,2,Take It Easy won
Road to VCT 2022,Round 4,Round of 16,Dominus Esports vs I Cee Jay Too,Dominus Esports,I Cee Jay Too,0,2,I Cee Jay Too won
Road to VCT 2022,Round 4,Round of 16,Lipxitus vs The Mad Men 3,Lipxitus,The Mad Men 3,2,1,Lipxitus won
Road to VCT 2022,Round 4,Round of 16,chiu vs TiAMAT,chiu,TiAMAT,2,1,chiu won
Road to VCT 2022,Round 4,Quarterfinals,Brave Wolves vs Take It Easy,Brave Wolves,Take It Easy,2,1,Brave Wolves won
Road to VCT 2022,Round 4,Quarterfinals,Nghiện Thêm Lần Nữ vs I Cee Jay Too,Nghiện Thêm Lần Nữ,I Cee Jay Too,0,2,I Cee Jay Too won
Road to VCT 2022,Round 4,Quarterfinals,Lipxitus vs The Mad Men 2,Lipxitus,The Mad Men 2,1,2,The Mad Men 2 won
Road to VCT 2022,Round 4,Quarterfinals,The Zoo vs chiu,The Zoo,chiu,0,2,chiu won
Road to VCT 2022,Round 4,Semifinals,The Mad Men 2 vs chiu,The Mad Men 2,chiu,0,2,chiu won
Road to VCT 2022,Round 4,Semifinals,Brave Wolves vs I Cee Jay Too,Brave Wolves,I Cee Jay Too,2,0,Brave Wolves won
Road to VCT 2022,Round 4,Grand Final,Brave Wolves vs chiu,Brave Wolves,chiu,2,0,Brave Wolves won
Road to VCT 2022,Round 5,Round of 16,Canine 9 vs Fenix Gaming,Canine 9,Fenix Gaming,1,2,Fenix Gaming won
Road to VCT 2022,Round 5,Round of 16,OK vs Cat Gang,OK,Cat Gang,2,0,OK won
Road to VCT 2022,Round 5,Round of 16,Take It Easy vs Penguins and Frogs,Take It Easy,Penguins and Frogs,2,0,Take It Easy won
Road to VCT 2022,Round 5,Round of 16,MadHood vs SHOOT FOR FUN,MadHood,SHOOT FOR FUN,2,0,MadHood won
Road to VCT 2022,Round 5,Round of 16,Handicapped vs Nghiện Thêm Lần Nữ,Handicapped,Nghiện Thêm Lần Nữ,1,2,Nghiện Thêm Lần Nữ won
Road to VCT 2022,Round 5,Quarterfinals,Fenix Gaming vs TiAMAT,Fenix Gaming,TiAMAT,2,0,Fenix Gaming won
Road to VCT 2022,Round 5,Quarterfinals,Fear of God vs OK,Fear of God,OK,1,2,OK won
Road to VCT 2022,Round 5,Quarterfinals,Take It Easy vs MadHood,Take It Easy,MadHood,2,0,Take It Easy won
Road to VCT 2022,Round 5,Quarterfinals,Lipxitus vs Nghiện Thêm Lần Nữ,Lipxitus,Nghiện Thêm Lần Nữ,0,2,Nghiện Thêm Lần Nữ won
Road to VCT 2022,Round 5,Semifinals,Fenix Gaming vs OK,Fenix Gaming,OK,0,2,OK won
Road to VCT 2022,Round 5,Semifinals,Take It Easy vs Nghiện Thêm Lần Nữ,Take It Easy,Nghiện Thêm Lần Nữ,2,1,Take It Easy won
Road to VCT 2022,Round 5,Decider Match,Fear of God vs MadHood,Fear of God,MadHood,2,0,Fear of God won
Road to VCT 2022,Round 5,Decider Match,TiAMAT vs Lipxitus,TiAMAT,Lipxitus,1,2,Lipxitus won
Champions Tour CIS Stage 1: Challengers 2,Open Qualifier,Round of 64,Aim.Attack vs AIGYR ACADEMY,Aim.Attack,AIGYR ACADEMY,2,1,Aim.Attack won
Champions Tour CIS Stage 1: Challengers 2,Open Qualifier,Round of 64,EZclap vs VALORANT Sharaga,EZclap,VALORANT Sharaga,2,0,EZclap won
Champions Tour CIS Stage 1: Challengers 2,Open Qualifier,Round of 64,QuantumBrain vs адин,QuantumBrain,адин,0,2,адин won
Champions Tour CIS Stage 1: Challengers 2,Open Qualifier,Round of 64,VCTRY Esports vs furi+4,VCTRY Esports,furi+4,1,2,furi+4 won
Champions Tour CIS Stage 1: Challengers 2,Open Qualifier,Round of 64,NoAvocado vs TRG,NoAvocado,TRG,0,2,TRG won
Champions Tour CIS Stage 1: Challengers 2,Open Qualifier,Round of 64,Redragon vs Gen'ei Ryodan,Redragon,Gen'ei Ryodan,2,0,Redragon won
Champions Tour CIS Stage 1: Challengers 2,Open Qualifier,Round of 64,Cast Gaming vs 312,Cast Gaming,312,2,0,Cast Gaming won
Champions Tour CIS Stage 1: Challengers 2,Open Qualifier,Round of 64,FishkaVTom vs V K3Par1kE,FishkaVTom,V K3Par1kE,2,0,FishkaVTom won
Champions Tour CIS Stage 1: Challengers 2,Open Qualifier,Round of 64,komand04ka vs AHEKDOT,komand04ka,AHEKDOT,1,2,AHEKDOT won
Champions Tour CIS Stage 1: Challengers 2,Open Qualifier,Round of 64,deathwish vs ulitka,deathwish,ulitka,2,0,deathwish won
Champions Tour CIS Stage 1: Challengers 2,Open Qualifier,Round of 64,Aeon vs Ax3,Aeon,Ax3,0,2,Ax3 won
Champions Tour CIS Stage 1: Challengers 2,Open Qualifier,Round of 64,EZ KATKA vs CRUSHERS,EZ KATKA,CRUSHERS,2,0,EZ KATKA won
Champions Tour CIS Stage 1: Challengers 2,Open Qualifier,Round of 64,unravel vs nAts fAns,unravel,nAts fAns,2,0,unravel won
Champions Tour CIS Stage 1: Challengers 2,Open Qualifier,Round of 64,QLF Clan vs NEXT.GEN,QLF Clan,NEXT.GEN,1,2,NEXT.GEN won
Champions Tour CIS Stage 1: Challengers 2,Open Qualifier,Round of 64,whydah vs Dobeg,whydah,Dobeg,0,2,Dobeg won
Champions Tour CIS Stage 1: Challengers 2,Open Qualifier,Round of 64,One Breath Gaming vs DISBAND,One Breath Gaming,DISBAND,2,0,One Breath Gaming won
Champions Tour CIS Stage 1: Challengers 2,Open Qualifier,Round of 64,cis killers vs Winstrike Academy,cis killers,Winstrike Academy,2,0,cis killers won
Champions Tour CIS Stage 1: Challengers 2,Open Qualifier,Round of 64,Born in Fire vs Aim Face,Born in Fire,Aim Face,0,2,Aim Face won
Champions Tour CIS Stage 1: Challengers 2,Open Qualifier,Round of 64,Space Development vs next_viigraem,Space Development,next_viigraem,0,2,next_viigraem won
Champions Tour CIS Stage 1: Challengers 2,Open Qualifier,Round of 64,Team hz vs Secha Ghouls,Team hz,Secha Ghouls,2,0,Team hz won
Champions Tour CIS Stage 1: Challengers 2,Open Qualifier,Round of 64,who cares? vs tyeasy,who cares?,tyeasy,0,2,tyeasy won
Champions Tour CIS Stage 1: Challengers 2,Open Qualifier,Round of 64,VeselieVintovki vs Norden eSports,VeselieVintovki,Norden eSports,2,1,VeselieVintovki won
Champions Tour CIS Stage 1: Challengers 2,Open Qualifier,Round of 64,Smile vs The Bears,Smile,The Bears,2,0,Smile won
Champions Tour CIS Stage 1: Challengers 2,Open Qualifier,Round of 64,B8 Esports vs ranked legends,B8 Esports,ranked legends,2,0,B8 Esports won
Champions Tour CIS Stage 1: Challengers 2,Open Qualifier,Round of 64,fat7 vs PURPURE,fat7,PURPURE,0,2,PURPURE won
Champions Tour CIS Stage 1: Challengers 2,Open Qualifier,Round of 64,Sleepless vs LZT Gaming,Sleepless,LZT Gaming,2,0,Sleepless won
Champions Tour CIS Stage 1: Challengers 2,Open Qualifier,Round of 64,KABAHbl vs team420,KABAHbl,team420,0,2,team420 won
Champions Tour CIS Stage 1: Challengers 2,Open Qualifier,Round of 64,Tactical Five vs KAIDO,Tactical Five,KAIDO,2,1,Tactical Five won
Champions Tour CIS Stage 1: Challengers 2,Open Qualifier,Round of 64,Universe vs PUNCH,Universe,PUNCH,0,2,PUNCH won
Champions Tour CIS Stage 1: Challengers 2,Open Qualifier,Round of 64,Odium vs VCT,Odium,VCT,2,0,Odium won
Champions Tour CIS Stage 1: Challengers 2,Open Qualifier,Round of 64,playordie vs PowerRangers,playordie,PowerRangers,0,2,PowerRangers won
Champions Tour CIS Stage 1: Challengers 2,Open Qualifier,Round of 32,Aim.Attack vs EZclap,Aim.Attack,EZclap,0,2,EZclap won
Champions Tour CIS Stage 1: Challengers 2,Open Qualifier,Round of 32,TRIADA vs адин,TRIADA,адин,0,2,адин won
Champions Tour CIS Stage 1: Challengers 2,Open Qualifier,Round of 32,furi+4 vs TRG,furi+4,TRG,2,0,furi+4 won
Champions Tour CIS Stage 1: Challengers 2,Open Qualifier,Round of 32,Redragon vs Cast Gaming,Redragon,Cast Gaming,2,0,Redragon won
Champions Tour CIS Stage 1: Challengers 2,Open Qualifier,Round of 32,deathwish vs Ax3,deathwish,Ax3,1,2,Ax3 won
Champions Tour CIS Stage 1: Challengers 2,Open Qualifier,Round of 32,EZ KATKA vs unravel,EZ KATKA,unravel,2,0,EZ KATKA won
Champions Tour CIS Stage 1: Challengers 2,Open Qualifier,Round of 32,NEXT.GEN vs Dobeg,NEXT.GEN,Dobeg,0,2,Dobeg won
Champions Tour CIS Stage 1: Challengers 2,Open Qualifier,Round of 32,One Breath Gaming vs cis killers,One Breath Gaming,cis killers,2,0,One Breath Gaming won
Champions Tour CIS Stage 1: Challengers 2,Open Qualifier,Round of 32,Aim Face vs next_viigraem,Aim Face,next_viigraem,0,2,next_viigraem won
Champions Tour CIS Stage 1: Challengers 2,Open Qualifier,Round of 32,Team hz vs tyeasy,Team hz,tyeasy,2,0,Team hz won
Champions Tour CIS Stage 1: Challengers 2,Open Qualifier,Round of 32,VeselieVintovki vs Smile,VeselieVintovki,Smile,2,0,VeselieVintovki won
Champions Tour CIS Stage 1: Challengers 2,Open Qualifier,Round of 32,B8 Esports vs PURPURE,B8 Esports,PURPURE,2,0,B8 Esports won
Champions Tour CIS Stage 1: Challengers 2,Open Qualifier,Round of 32,Sleepless vs team420,Sleepless,team420,2,0,Sleepless won
Champions Tour CIS Stage 1: Challengers 2,Open Qualifier,Round of 32,Tactical Five vs PUNCH,Tactical Five,PUNCH,2,0,Tactical Five won
Champions Tour CIS Stage 1: Challengers 2,Open Qualifier,Round of 32,Odium vs PowerRangers,Odium,PowerRangers,2,0,Odium won
Champions Tour CIS Stage 1: Challengers 2,Open Qualifier,Round of 16,EZclap vs адин,EZclap,адин,2,0,EZclap won
Champions Tour CIS Stage 1: Challengers 2,Open Qualifier,Round of 16,furi+4 vs Redragon,furi+4,Redragon,2,1,furi+4 won
Champions Tour CIS Stage 1: Challengers 2,Open Qualifier,Round of 16,EZ KATKA vs Dobeg,EZ KATKA,Dobeg,1,2,Dobeg won
Champions Tour CIS Stage 1: Challengers 2,Open Qualifier,Round of 16,Team hz vs VeselieVintovki,Team hz,VeselieVintovki,0,2,VeselieVintovki won
Champions Tour CIS Stage 1: Challengers 2,Open Qualifier,Round of 16,B8 Esports vs Sleepless,B8 Esports,Sleepless,2,1,B8 Esports won
Champions Tour CIS Stage 1: Challengers 2,Open Qualifier,Round of 16,Tactical Five vs Odium,Tactical Five,Odium,2,0,Tactical Five won
Champions Tour CIS Stage 1: Challengers 2,Open Qualifier,Round of 16,One Breath Gaming vs next_viigraem,One Breath Gaming,next_viigraem,0,2,next_viigraem won
Champions Tour CIS Stage 1: Challengers 2,Open Qualifier,Round of 16,FishkaVTom vs Ax3,FishkaVTom,Ax3,0,2,Ax3 won
